tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
511145	Escherichia coli str. K-12 substr. MG1655	945670	0	live	lolD	b1117, ECK1103, ycfV	lipoprotein release complex - ATP binding subunit	lipoprotein release complex - ATP binding subunit			NC_000913.3	1176619	1177320	plus	0		
1604335	Yersinia rochesterensis	82551496	0	live	lolD	DXZ79_RS12095, DXZ79_12080	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
29471	Pectobacterium atrosepticum	57209467	0	live	lolD	GZ59_RS13375, GZ59_27790	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
768492	Serratia plymuthica AS9	57666748	0	live	lolD	SERAS9_RS09845, SerAS9_1953	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD			NC_015567.1	2106463	2107167	plus	0		
61652	Serratia rubidaea	61765355	0	live	lolD	I6G83_RS16245, I6G83_16245	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
1263550	Edwardsiella piscicida	72528875	0	live	lolD	L1P05_RS09895, L1P05_09895	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
549	Pantoea agglomerans	66826277	0	live	lolD	I6L77_RS13835, I6L77_13835	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
1134687	Klebsiella michiganensis	66560416	0	live	lolD	JLG71_RS16770, THOKLE011_32750	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
180957	Pectobacterium brasiliense	57244819	0	live	lolD	GT391_RS19825, GT391_19825	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
2587529	Klebsiella pasteurii	77224718	0	live	lolD	KCG39_RS02080, KCG39_02080	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
622	Shigella dysenteriae	75171241	0	live	lolD	HUZ68_RS09605, HUZ68_09520	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
61645	Enterobacter asburiae	75133293	0	live	lolD	FOY94_RS08495, EAS17NKHM_016250	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
546367	Hafnia paralvei	69638499	0	live	lolD	K9N75_RS10630, K9N75_10630	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
57706	Citrobacter braakii	66275006	0	live	lolD	GFC06_RS18715, GFC06_18715	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
300181	Serratia ureilytica	64308683	0	live	lolD	J0X03_RS13855, J0X03_13855	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
2494701	Enterobacter chengduensis	63141985	0	live	lolD	FY206_RS10095, FY206_10095	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
1095774	Pantoea ananatis PA13	57268688	0	live	lolD	PAGR_RS13460, PAGR_g2640	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD			NC_017554.1	2859725	2860429	minus	0		
529507	Proteus mirabilis HI4320	6801402	0	live	lolD	PMI_RS04315, PMI0879	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD			NC_010554.1	970096	970800	plus	0		
564	Escherichia fergusonii	75057674	0	live	lolD	LA347_RS07640, LA347_07640	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
1035377	Yersinia pestis A1122	57976946	0	live	lolD	A1122_RS17835, A1122_17750	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD			NC_017168.1	3806683	3807387	minus	0		
28141	Cronobacter sakazakii	56731037	0	live	lolD	CsakCS931_RS08085, CsakCS931_28290	lipoprotein-releasing ABC transporter ATP-binding protein LolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD									
