tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,
511145,Escherichia coli str. K-12 substr. MG1655,945665,0,live,lolE,"b1118, ECK1104, ycfW",lipoprotein release complex - inner membrane subunit,lipoprotein release complex - inner membrane subunit,,,NC_000913.3,1177320,1178564,plus,0,,
666,Vibrio cholerae,69719488,0,live,lolE,"F0316_RS04845, F0316_04845",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,,,,,,,
223926,Vibrio parahaemolyticus RIMD 2210633,1188483,0,live,lolE,"VP_RS04785, VP0979",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,NC_004603.1,1021058,1022302,plus,0,,
714,Aggregatibacter actinomycetemcomitans,77212078,0,live,lolE,LIN98_RS08110,lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,,,,,,,,
29497,Vibrio splendidus,72396641,0,live,lolE,"LTQ54_RS03485, LTQ54_03485",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,,,,,,,
758,Rodentibacter pneumotropicus,61267034,0,live,lolE,TR34_RS05305,lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,,,,,,,,
888057,Aggregatibacter segnis ATCC 33393,60800436,0,live,lolE,"DQN58_RS07715, NCTC10977_01546",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,,,,,,,
29494,Vibrio furnissii,50535073,0,live,lolE,"FIU11_RS07940, FIU11_07940",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,,,,,,,
47951,Vibrio cyclitrophicus,50230458,0,live,lolE,"FAZ90_RS09855, FAZ90_09855",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,,,,,,,
985008,Aggregatibacter aphrophilus ATCC 33389,49635890,0,live,lolE,"EL144_RS07370, NCTC5906_01481",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,,,,,,,
150340,Vibrio antiquarius,45028183,0,live,lolE,"VEA_RS12190, VEA_003990",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,1,NC_013456.1,2636111,2637355,minus,0,,
29471,Pectobacterium atrosepticum,57209466,0,live,lolE,"GZ59_RS13370, GZ59_27780",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,,,,,,,,
768492,Serratia plymuthica AS9,57666749,0,live,lolE,"SERAS9_RS09850, SerAS9_1954",lipoprotein-releasing ABC transporter permease subunit LolE,lipoprotein-releasing ABC transporter permease subunit LolE,,,NC_015567.1,2107167,2108414,plus,0,,
