GCF_000009765.2,WP_010986703.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000009765.2/GCF_000009765.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000009765.2/GCF_000009765.2.gff
GCF_000009805.1,WP_011211229.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000009805.1/GCF_000009805.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000009805.1/GCF_000009805.1.gff
GCF_000013345.1,WP_011435484.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000013345.1/GCF_000013345.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000013345.1/GCF_000013345.1.gff
GCF_000017305.1,WP_011981857.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000017305.1/GCF_000017305.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000017305.1/GCF_000017305.1.gff
GCF_000023245.1,WP_015804940.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000023245.1/GCF_000023245.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000023245.1/GCF_000023245.1.gff
GCF_000023865.1,WP_015787344.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000023865.1/GCF_000023865.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000023865.1/GCF_000023865.1.gff
GCF_000024025.1,WP_015793884.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000024025.1/GCF_000024025.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000024025.1/GCF_000024025.1.gff
GCF_000024365.1,WP_281023798.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000024365.1/GCF_000024365.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000024365.1/GCF_000024365.1.gff
GCF_000058485.1,WP_011602925.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000058485.1/GCF_000058485.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000058485.1/GCF_000058485.1.gff
GCF_000062885.1,WP_009945979.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000062885.1/GCF_000062885.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000062885.1/GCF_000062885.1.gff
GCF_000091305.1,WP_231885137.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000091305.1/GCF_000091305.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000091305.1/GCF_000091305.1.gff
GCF_000154965.1,WP_007382202.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000154965.1/GCF_000154965.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000154965.1/GCF_000154965.1.gff
GCF_000158915.1,WP_050800358.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000158915.1/GCF_000158915.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000158915.1/GCF_000158915.1.gff
GCF_000192435.1,WP_009678049.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000192435.1/GCF_000192435.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000192435.1/GCF_000192435.1.gff
GCF_000195955.2,NP_214708.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000195955.2/GCF_000195955.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000195955.2/GCF_000195955.2.gff
GCF_000196675.2,WP_013677153.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000196675.2/GCF_000196675.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000196675.2/GCF_000196675.2.gff
GCF_000220705.2,WP_095758120.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000220705.2/GCF_000220705.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000220705.2/GCF_000220705.2.gff
GCF_000225525.1,WP_043729628.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000225525.1/GCF_000225525.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000225525.1/GCF_000225525.1.gff
GCF_000231055.2,WP_005440646.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000231055.2/GCF_000231055.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000231055.2/GCF_000231055.2.gff
GCF_000235425.2,WP_007515490.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000235425.2/GCF_000235425.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000235425.2/GCF_000235425.2.gff
GCF_000237305.1,WP_014142605.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000237305.1/GCF_000237305.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000237305.1/GCF_000237305.1.gff
GCF_000239155.1,WP_157163291.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000239155.1/GCF_000239155.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000239155.1/GCF_000239155.1.gff
GCF_000241305.1,WP_007316268.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000241305.1/GCF_000241305.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000241305.1/GCF_000241305.1.gff
GCF_000243395.2,WP_005466034.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000243395.2/GCF_000243395.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000243395.2/GCF_000243395.2.gff
GCF_000244955.1,WP_009155896.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000244955.1/GCF_000244955.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000244955.1/GCF_000244955.1.gff
GCF_000244975.1,WP_005458906.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000244975.1/GCF_000244975.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000244975.1/GCF_000244975.1.gff
GCF_000253375.1,WP_014000106.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000253375.1/GCF_000253375.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000253375.1/GCF_000253375.1.gff
GCF_000258175.1,WP_006239464.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000258175.1/GCF_000258175.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000258175.1/GCF_000258175.1.gff
GCF_000261345.2,WP_058953952.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000261345.2/GCF_000261345.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000261345.2/GCF_000261345.2.gff
GCF_000262345.1,WP_157838559.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000262345.1/GCF_000262345.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000262345.1/GCF_000262345.1.gff
GCF_000269985.1,WP_014135805.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000269985.1/GCF_000269985.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000269985.1/GCF_000269985.1.gff
